"","codenumber","newID","coder","pose","age","gender","training","robotExptr","robotChild","manipCheck","Naming","CRP","CRT","M_count","TestDuration","DemoDuration","Goal","LatGoal","totalsteps","totalpairs","totaltriplets","totalquadruplets","totalquintuplets","test_lessthan_100per","test_lessthan_50per","LOOK_at_this_code"
"584",8409,"840936","SM","C2",36,"F",1,"R","G","nc"," np"," 999"," 999",0,23.698,21.454," 0",999,0,0,0,0,0,0,0,0
"585",8409,"840936","SM","C3",36,"F",1,"R","G","nc"," np"," 999"," 999",2,66.062,27.71," 0",999,0,0,0,0,0,0,0,0
"586",8409,"840936","SM","C4",36,"F",1,"R","G","nc"," np"," 999"," 999",4,61.234,30.702," 0",999,0,0,0,0,0,0,0,0
"587",8409,"840936","SM","C5",36,"F",1,"R","G","nc"," np"," 999"," 999",6,87.788,38.998," 0",999,0,0,0,0,0,0,0,0
"588",8409,"840936","LT","CB2",36,"F",1,"999","Y","999"," 999"," 999"," 999",0,103.23,0," 999",999,0,0,0,0,0,0,0,0
"589",8409,"840936","LT","CB3",36,"F",1,"999","Y","999"," 999"," 999"," 999",0,103.23,0," 999",999,0,0,0,0,0,0,0,0
"590",8409,"840936","LT","CB4",36,"F",1,"999","Y","999"," 999"," 999"," 999",0,103.23,0," 999",999,0,0,0,0,0,0,0,0
"591",8409,"840936","LT","CB5",36,"F",1,"999","Y","999"," 999"," 999"," 999",0,103.23,0," 999",999,0,0,0,0,0,0,0,0
"592",8419,"841936","SS","C2",36,"F",0,"B","W","np"," np"," 999"," 999",2,49.538,26.996," 0",999,1,0,0,0,0,0,0,0
"593",8419,"841936","SS","C3",36,"F",0,"B","W","np"," np"," 999"," 999",4,54.706,26.248," 0",999,0,0,0,0,0,0,0,0
"594",8419,"841936","SS","C4",36,"F",0,"B","W","np"," np"," 999"," 999",2,63.24,42.228," 0",999,0,0,0,0,0,0,0,0
"595",8419,"841936","SS","C5",36,"F",0,"B","W","nc"," np"," 999"," 999",3,50.694,61.54," 0",999,1,0,0,0,0,0,0,0
"596",8419,"841936","SS","CB2",36,"F",0,"999","G","999"," np"," 999"," 999",0,77.554,0," 999",999,0,0,0,0,0,0,0,0
"597",8419,"841936","SS","CB3",36,"F",0,"999","G","999"," np"," 999"," 999",0,77.554,0," 999",999,0,0,0,0,0,0,0,0
"598",8419,"841936","SS","CB4",36,"F",0,"999","G","999"," np"," 999"," 999",0,77.554,0," 999",999,0,0,0,0,0,0,0,0
"599",8419,"841936","SS","CB5",36,"F",0,"999","G","999"," np"," 999"," 999",0,77.554,0," 999",999,0,0,0,0,0,0,0,0
"600",8421,"842136","HG","C2",36,"M",0,"W","B","np"," 999"," 999"," 999",5,39.542,20.332," y",34.884,2,1,0,0,0,0,0,0
"601",8421,"842136","HG","C3",36,"M",0,"W","B","np"," y"," 999"," 999",5,31.756,25.33," n",999,0,0,0,0,0,0,0,0
"602",8421,"842136","HG","C4",36,"M",0,"W","B","np"," np"," 999"," 999",5,25.432,45.764," n",999,2,1,0,0,0,1,0,0
"603",8421,"842136","HG","C5",36,"M",0,"W","G","c"," 999"," 999"," 999",10,19.516,70.04," n",999,3,2,1,0,0,1,1,0
"604",8421,"842136","HG","CB2",36,"M",0,"999","G","np"," y"," 999"," 999",6,74.596,0," 999",999,0,0,0,0,0,0,0,0
"605",8421,"842136","HG","CB3",36,"M",0,"999","G","np"," y"," 999"," 999",6,74.596,0," 999",999,0,0,0,0,0,0,0,0
"606",8421,"842136","HG","CB4",36,"M",0,"999","G","np"," y"," 999"," 999",6,74.596,0," 999",999,0,0,0,0,0,0,0,0
"607",8421,"842136","HG","CB5",36,"M",0,"999","G","np"," y"," 999"," 999",6,74.596,0," 999",999,0,0,0,0,0,0,0,0
"608",8422,"842236","HG","C2",36,"M",0,"B","O","c"," 999"," 999"," 999",5,26.044,20.094," n",999,2,0,0,0,0,0,0,0
"609",8422,"842236","HG","C3",36,"M",0,"B","O","c"," y"," 999"," 999",5,30.294,22.814," n",999,0,0,0,0,0,0,0,0
"610",8422,"842236","HG","C4",36,"M",0,"B","O","c"," y"," 999"," 999",14,58.548,35.7," n",999,3,0,0,0,0,0,0,0
"611",8422,"842236","HG","C5",36,"M",0,"B","O","c"," y"," 999"," 999",4,28.73,37.332," n",999,3,2,1,0,0,1,0,0
"612",8422,"842236","HG","CB2",36,"M",0,"999","G","np"," np"," 999"," 999",4,83.062,0," 999",999,0,0,0,0,0,0,0,0
"613",8422,"842236","HG","CB3",36,"M",0,"999","G","np"," np"," 999"," 999",4,83.062,0," 999",999,0,0,0,0,0,0,0,0
"614",8422,"842236","HG","CB4",36,"M",0,"999","G","np"," np"," 999"," 999",4,83.062,0," 999",999,0,0,0,0,0,0,0,0
"615",8422,"842236","HG","CB5",36,"M",0,"999","G","np"," np"," 999"," 999",4,83.062,0," 999",999,0,0,0,0,0,0,0,0
"616",8428,"842836","MC","C2",36,"F",1,"B","R","c"," np"," 999"," 999",4,27.132,24.956," 1",3.842,2,1,0,0,0,0,0,0
"617",8428,"842836","LT","C3",36,"F",1,"B","R","np"," 999"," 999"," 999",5,26.531,31.083," 0",999,3,2,1,0,0,1,0,0
"618",8428,"842836","MC","C4",36,"F",1,"B","R","c"," np"," 999"," 999",9,36.006,30.566," 0",999,3,1,0,0,0,1,0,0
"619",8428,"842836","MC","C5",36,"F",1,"B","R","c"," np"," 999"," 999",5,22.1,58.82," 0",999,2,1,0,0,0,1,1,0
"620",8428,"842836","MC","CB2",36,"F",999,"999","W","999"," np"," 999"," 999",0,96.254,0," 999",999,0,0,0,0,0,0,0,0
"621",8428,"842836","MC","CB3",36,"F",999,"999","W","999"," np"," 999"," 999",0,96.254,0," 999",999,0,0,0,0,0,0,0,0
"622",8428,"842836","MC","CB4",36,"F",999,"999","W","999"," np"," 999"," 999",0,96.254,0," 999",999,0,0,0,0,0,0,0,0
"623",8428,"842836","MC","CB5",36,"F",999,"999","W","999"," np"," 999"," 999",0,96.254,0," 999",999,0,0,0,0,0,0,0,0
"624",8429,"842936","SS","C2",36,"M",0,"R","O","c"," np"," 999"," 999",4,45.254,18.666," 0",999,0,0,0,0,0,0,0,0
"625",8429,"842936","SS","C3",36,"M",0,"R","O","nc"," np"," 999"," 999",4,55.658,23.12," 0",999,2,0,0,0,0,0,0,0
"626",8429,"842936","SS","C4",36,"M",0,"R","O","np"," np"," 999"," 999",7,24.786,28.016," 1",12.24,4,3,2,1,0,1,0,0
"627",8429,"842936","SS","C5",36,"M",0,"R","O","np"," np"," 999"," 999",10,67.286,34.884," 0",999,4,1,0,0,0,0,0,0
"628",8429,"842936","NE","CB2",36,"M",0,"999","G","999"," np"," 999"," 999",0,70.006,0," 999",999,0,0,0,0,0,0,0,0
"629",8429,"842936","NE","CB3",36,"M",0,"999","G","999"," np"," 999"," 999",0,70.006,0," 999",999,0,0,0,0,0,0,0,0
"630",8429,"842936","NE","CB4",36,"M",0,"999","G","999"," np"," 999"," 999",0,70.006,0," 999",999,0,0,0,0,0,0,0,0
"631",8429,"842936","NE","CB5",36,"M",0,"999","G","999"," np"," 999"," 999",0,70.006,0," 999",999,0,0,0,0,0,0,0,0
"632",8431,"843136","HG","C2",36,"F",1,"G","O","nc"," np"," 999"," 999",5,27.744,25.432," 0",999,1,0,0,0,0,0,0,0
"633",8431,"843136","HG","C3",36,"F",1,"G","O","nc"," np"," 999"," 999",5,38.046,30.702," 0",999,2,1,0,0,0,0,0,0
"634",8431,"843136","HG","C4",36,"F",1,"G","O","nc"," np"," 999"," 999",0,28.186,34," 0",999,0,0,0,0,0,1,0,0
"635",8431,"843136","HG","C5",36,"F",1,"G","O","nc"," np"," 999"," 999",8,53.414,41.548," 0",999,3,0,0,0,0,0,0,0
"636",8431,"843136","HG","CB2",36,"F",999,"999","Y","999"," np"," 999"," 999",0,95.472,0," 999",999,0,0,0,0,0,0,0,0
"637",8431,"843136","HG","CB3",36,"F",999,"999","Y","999"," np"," 999"," 999",0,95.472,0," 999",999,0,0,0,0,0,0,0,0
"638",8431,"843136","HG","CB4",36,"F",999,"999","Y","999"," np"," 999"," 999",0,95.472,0," 999",999,0,0,0,0,0,0,0,0
"639",8431,"843136","HG","CB5",36,"F",999,"999","Y","999"," np"," 999"," 999",0,95.472,0," 999",999,0,0,0,0,0,0,0,0
"640",8433,"843336","HG","C2",36,"M",0,"B","R","c"," 999"," 999"," 999",14,38.148,23.494," y",10.982,2,1,0,0,0,0,0,0
"641",8433,"843336","HG","C3",36,"M",0,"B","R","c"," 999"," 999"," 999",18,55.658,29.342," n",999,2,0,0,0,0,0,0,0
"642",8433,"843336","HG","C4",36,"M",0,"B","R","c"," 999"," 999"," 999",8,33.184,32.606," n",999,2,0,0,0,0,1,0,0
"643",8433,"843336","HG","C5",36,"M",0,"B","R","c"," 999"," 999"," 999",23,100.164,49.436," y",77.078,5,3,1,0,0,0,0,0
"644",8433,"843336","HG","CB2",36,"M",0,"999","Y","np"," np"," 999"," 999",0,86.598,0," 999",999,0,0,0,0,0,0,0,0
"645",8433,"843336","HG","CB3",36,"M",0,"999","Y","np"," np"," 999"," 999",0,86.598,0," 999",999,0,0,0,0,0,0,0,0
"646",8433,"843336","HG","CB4",36,"M",0,"999","Y","np"," np"," 999"," 999",0,86.598,0," 999",999,0,0,0,0,0,0,0,0
"647",8433,"843336","HG","CB5",36,"M",0,"999","Y","np"," np"," 999"," 999",0,86.598,0," 999",999,0,0,0,0,0,0,0,0
"648",8436,"843636","HG","C2",36,"M",1,"G","W","nc"," np"," 999"," 999",8,40.97,29.478," 0",999,0,0,0,0,0,0,0,0
"649",8436,"843636","HG","C3",36,"M",1,"G","W","nc"," np"," 999"," 999",8,36.992,28.39," 0",999,2,0,0,0,0,0,0,0
"650",8436,"843636","HG","C4",36,"M",1,"G","W","nc"," np"," 999"," 999",8,49.742,37.57," 0",999,0,0,0,0,0,0,0,0
"651",8436,"843636","HG","C5",36,"M",1,"G","W","np"," np"," 999"," 999",8,81.362,39.78," 0",999,0,0,0,0,0,0,0,0
"652",8436,"843636","HG","CB2",36,"M",999,"999","B","999"," np"," 999"," 999",0,66.504,0," 999",999,0,0,0,0,0,0,0,0
"653",8436,"843636","HG","CB3",36,"M",999,"999","B","999"," np"," 999"," 999",0,66.504,0," 999",999,0,0,0,0,0,0,0,0
"654",8436,"843636","HG","CB4",36,"M",999,"999","B","999"," np"," 999"," 999",0,66.504,0," 999",999,0,0,0,0,0,0,0,0
"655",8436,"843636","HG","CB5",36,"M",999,"999","B","999"," np"," 999"," 999",0,66.504,0," 999",999,0,0,0,0,0,0,0,0
"656",8437,"843736","SS","C2",36,"F",0,"R","G","np"," np"," 999"," 999",2,63.444,18.972," 0",999,0,0,0,0,0,0,0,0
"657",8437,"843736","SS","C3",36,"F",0,"R","G","np"," np"," 999"," 999",3,30.226,25.296," 1",15.3,3,2,1,0,0,0,0,0
"658",8437,"843736","SS","C4",36,"F",0,"R","G","np"," np"," 999"," 999",4,25.602,28.152," 0",999,3,2,1,0,0,1,0,0
"659",8437,"843736","SS","C5",36,"F",0,"R","G","np"," np"," 999"," 999",5,47.192,35.904," 0",999,4,3,2,1,0,1,0,0
"660",8437,"843736","SS","CB2",36,"F",0,"999","W","999"," np"," 999"," 999",0,47.702,0," 999",999,0,0,0,0,0,0,0,0
"661",8437,"843736","SS","CB3",36,"F",0,"999","W","999"," np"," 999"," 999",0,47.702,0," 999",999,0,0,0,0,0,0,0,0
"662",8437,"843736","SS","CB4",36,"F",0,"999","W","999"," np"," 999"," 999",0,47.702,0," 999",999,0,0,0,0,0,0,0,0
"663",8437,"843736","SS","CB5",36,"F",0,"999","W","999"," np"," 999"," 999",0,47.702,0," 999",999,0,0,0,0,0,0,0,0
"664",8460,"846036","SM","C2",36,"M",1,"O","W","nc"," np"," 999"," 999",0,30.192,22.678," 0",999,0,0,0,0,0,0,0,0
"665",8460,"846036","SM","C3",36,"M",1,"O","W","nc"," np"," 999"," 999",0,28.424,27.88," 0",999,0,0,0,0,0,1,0,0
"666",8460,"846036","SM","C4",36,"M",1,"O","W","nc"," np"," 999"," 999",6,41.956,33.014," 0",999,0,0,0,0,0,0,0,0
"667",8460,"846036","SM","C5",36,"M",1,"O","W","nc"," np"," 999"," 999",8,141.61,43.282," 0",999,1,0,0,0,0,0,0,0
"668",8460,"846036","SM","CB2",36,"M",999,"999","G","np"," np"," 999"," 999",0,61.302,0," 999",999,0,0,0,0,0,0,0,0
"669",8460,"846036","SM","CB3",36,"M",999,"999","G","np"," np"," 999"," 999",0,61.302,0," 999",999,0,0,0,0,0,0,0,0
"670",8460,"846036","SM","CB4",36,"M",999,"999","G","np"," np"," 999"," 999",0,61.302,0," 999",999,0,0,0,0,0,0,0,0
"671",8460,"846036","SM","CB5",36,"M",999,"999","G","np"," np"," 999"," 999",0,61.302,0," 999",999,0,0,0,0,0,0,0,0
"672",8466,"846636","HG","C2",36,"M",1,"W","O","nc"," np"," 999"," 999",4,22.236,17.612," 0",999,0,0,0,0,0,0,0,0
"673",8466,"846636","HG","C3",36,"M",1,"W","O","nc"," np"," 999"," 999",1,38.114,29.58," 0",999,0,0,0,0,0,0,0,0
"674",8466,"846636","HG","C4",36,"M",999,"W","O","nc"," np"," 999"," 999",4,44.234,35.564," 0",999,0,0,0,0,0,0,0,0
"675",8466,"846636","HG","C5",36,"M",999,"W","","nc"," np"," 999"," 999",4,49.266,37.502," 0",999,0,0,0,0,0,1,0,0
"676",8466,"846636","HG","CB2",36,"M",999,"999","B","np"," np"," 999"," 999",8,57.12,0," 999",999,0,0,0,0,0,0,0,0
"677",8466,"846636","HG","CB3",36,"M",999,"999","B","np"," np"," 999"," 999",8,57.12,0," 999",999,0,0,0,0,0,0,0,0
"678",8466,"846636","HG","CB4",36,"M",999,"999","B","np"," np"," 999"," 999",8,57.12,0," 999",999,0,0,0,0,0,0,0,0
"679",8466,"846636","HG","CB5",36,"M",999,"999","B","np"," np"," 999"," 999",8,57.12,0," 999",999,0,0,0,0,0,0,0,0
"680",8481,"848136","HG","C2",36,"F",1,"W","Y","nc"," np"," 999"," 999",3,17.17,19.652," 0",999,0,0,0,0,0,1,0,0
"681",8481,"848136","HG","C3",36,"F",1,"W","Y","nc"," np"," 999"," 999",1,16.932,17.816,"  0",999,0,0,0,0,0,1,0,0
"682",8481,"848136","HG","C4",36,"F",1,"W","Y","nc"," np"," 999"," 999",6,39.576,54.026," 0",999,0,0,0,0,0,1,0,0
"683",8481,"848136","HG","C5",36,"F",1,"W","Y","999"," np"," 999"," 999",1,20.298,77.486," 0",999,0,0,0,0,0,1,1,0
"684",8481,"848136","HG","CB2",36,"F",999,"G","","999"," np"," 999"," 999",0,113.05,0," 999",999,0,0,0,0,0,0,0,0
"685",8481,"848136","HG","CB3",36,"F",999,"G","","999"," np"," 999"," 999",0,113.05,0," 999",999,0,0,0,0,0,0,0,0
"686",8481,"848136","HG","CB4",36,"F",999,"G","","999"," np"," 999"," 999",0,113.05,0," 999",999,0,0,0,0,0,0,0,0
"687",8481,"848136","HG","CB5",36,"F",999,"G","","999"," np"," 999"," 999",0,113.05,0," 999",999,0,0,0,0,0,0,0,0
"688",8488,"848836","HG","C2",36,"M",0,"W","G","np"," np"," 999"," 999",8,39.542,20.23," y",8.738,2,1,0,0,0,0,0,0
"689",8488,"848836","HG","C3",36,"M",0,"W","G","np"," nc"," 999"," 999",7,70.89,27.302," y",11.288,3,2,1,0,0,0,0,0
"690",8488,"848836","HG","C4",36,"M",0,"W","G","c"," np"," 999"," 999",8,23.596,41.276," n",999,3,2,1,0,0,1,0,0
"691",8488,"848836","HG","C5",36,"M",0,"W","G","c"," nc"," 999"," 999",5,62.764,42.168," n",999,2,1,0,0,0,0,0,0
"692",8488,"848836","HG","CB2",36,"M",0,"999","O","np"," np"," 999"," 999",2,72.93,0," 999",999,0,0,0,0,0,0,0,0
"693",8488,"848836","HG","CB3",36,"M",0,"999","O","np"," np"," 999"," 999",2,72.93,0," 999",999,0,0,0,0,0,0,0,0
"694",8488,"848836","HG","CB4",36,"M",0,"999","O","np"," np"," 999"," 999",2,72.93,0," 999",999,0,0,0,0,0,0,0,0
"695",8488,"848836","HG","CB5",36,"M",0,"999","O","np"," np"," 999"," 999",2,72.93,0," 999",999,0,0,0,0,0,0,0,0
"696",8489,"848936","HG","C2",36,"F",0,"O","B","c"," np"," 999"," 999",2,8.16,20.269," y",8.16,2,1,0,0,0,1,1,0
"697",8489,"848936","HG","C3",36,"F",0,"O","B","c"," 999"," 999"," 999",6,48.382,30.566," n",999,0,0,0,0,0,0,0,0
"698",8489,"848936","HG","C4",36,"F",0,"O","B","c"," np"," 999"," 999",15,56.746,39.134," n",999,3,0,0,0,0,0,0,0
"699",8489,"848936","HG","C5",36,"F",0,"O","B","c"," 999","","",11,65.518,45.356," n",999,4,2,1,0,0,0,0,0
"700",8489,"848936","HG","CB2",36,"F",0,"999","G","np"," np"," 999"," 999",0,83.64,0," 999",999,0,0,0,0,0,0,0,0
"701",8489,"848936","HG","CB3",36,"F",0,"999","G","np"," np"," 999"," 999",0,83.64,0," 999",999,0,0,0,0,0,0,0,0
"702",8489,"848936","HG","CB4",36,"F",0,"999","G","np"," np"," 999"," 999",0,83.64,0," 999",999,0,0,0,0,0,0,0,0
"703",8489,"848936","HG","CB5",36,"F",0,"999","G","np"," np"," 999"," 999",0,83.64,0," 999",999,0,0,0,0,0,0,0,0
"704",8498,"849836","SS","C2",36,"F",0,"W","Y","np"," np"," 999"," 999",3,24.242,20.604," 1",8.466,2,1,0,0,0,0,0,0
"705",8498,"849836","SS","C3",36,"F",0,"W","Y","np"," np"," 999"," 999",3,47.464,29.512," 1",26.928,3,2,1,0,0,0,0,0
"706",8498,"849836","SS","C4",36,"F",0,"W","Y","np"," np"," 999"," 999",4,64.566,30.294," 0",999,2,0,0,0,0,0,0,0
"707",8498,"849836","SS","C5",36,"F",0,"W","Y","np"," np"," 999"," 999",6,58.208,54.162," 0",999,2,1,0,0,0,0,0,0
"708",8498,"849836","SS","CB2",36,"F",0,"999","G","np"," np"," 999"," 999",0,75.106,0," 999",999,0,0,0,0,0,0,0,0
"709",8498,"849836","SS","CB3",36,"F",0,"999","G","np"," np"," 999"," 999",0,75.106,0," 999",999,0,0,0,0,0,0,0,0
"710",8498,"849836","SS","CB4",36,"F",0,"999","G","np"," np"," 999"," 999",0,75.106,0," 999",999,0,0,0,0,0,0,0,0
"711",8498,"849836","SS","CB5",36,"F",0,"999","G","np"," np"," 999"," 999",0,75.106,0," 999",999,0,0,0,0,0,0,0,0
"712",8506,"850636","SM","C2",36,"F",1,"R","Y","nc"," np"," 999"," 999",4,51.612,17.918," 0",999,0,0,0,0,0,0,0,0
"713",8506,"850636","SM","C3",36,"F",1,"R","Y","nc"," np"," 999"," 999",4,29.274,20.944," 0",999,2,1,0,0,0,1,0,0
"714",8506,"850636","SM","C4",36,"F",1,"R","Y","nc"," np"," 999"," 999",10,50.66,28.832," 0",999,1,0,0,0,0,0,0,0
"715",8506,"850636","SM","C5",36,"F",1,"R","Y","nc"," np"," 999"," 999",6,58.276,33.864," 0",999,0,0,0,0,0,0,0,0
"716",8506,"850636","SM","CB2",36,"F",1,"999","G","999"," np"," 999"," 999",0,78.812,0," 999",999,0,0,0,0,0,0,0,0
"717",8506,"850636","SM","CB3",36,"F",1,"999","G","999"," np"," 999"," 999",0,78.812,0," 999",999,0,0,0,0,0,0,0,0
"718",8506,"850636","SM","CB4",36,"F",1,"999","G","999"," np"," 999"," 999",0,78.812,0," 999",999,0,0,0,0,0,0,0,0
"719",8506,"850636","SM","CB5",36,"F",1,"999","G","999"," np"," 999"," 999",0,78.812,0," 999",999,0,0,0,0,0,0,0,0
"720",8517,"851736","LT","C2",36,"F",1,"O","R","np"," 999"," 999"," 999",12,35.642,32.444," 1",7.446,2,1,0,0,0,0,0,0
"721",8517,"851736","LT","C3",36,"F",1,"O","R","np"," 999"," 999"," 999",14,60.601,43.692," 1",25.062,1,0,0,0,0,0,0,0
"722",8517,"851736","LT","C4",36,"F",1,"O","R","np"," 999"," 999"," 999",4,38.346,48.84," 1",12.29,4,1,0,0,0,1,0,0
"723",8517,"851736","LT","C5",36,"F",1,"O","R","c"," 999"," 999"," 999",15,60.876,51.144," 0",999,3,2,1,0,0,0,0,0
"724",8517,"851736","LT","CB2",36,"F",1,"999","G","999"," 999"," 999"," 999",9,82.321,0," 999",999,0,0,0,0,0,0,0,0
"725",8517,"851736","LT","CB3",36,"F",1,"999","G","999"," 999"," 999"," 999",9,82.321,0," 999",999,0,0,0,0,0,0,0,0
"726",8517,"851736","LT","CB4",36,"F",1,"999","G","999"," 999"," 999"," 999",9,82.321,0," 999",999,2,0,0,0,0,0,0,0
"727",8517,"851736","LT","CB5",36,"F",1,"999","G","999"," 999"," 999"," 999",9,82.321,0," 999",999,1,0,0,0,0,0,0,0
"728",8525,"852536","SS","C2",36,"M",0,"R","G","np"," np"," 999"," 999",6,56.1,74.766," 1",5.168,2,1,0,0,0,0,0,0
"729",8525,"852536","SS","C3",36,"M",0,"R","G","np"," np"," 999"," 999",3,39.372,23.052," 0",999,0,0,0,0,0,0,0,0
"730",8525,"852536","SS","CB2",36,"M",0,"999","W","999"," np"," 999"," 999",0,48.654,0," 999",999,0,0,0,0,0,0,0,0
"731",8525,"852536","SS","CB3",36,"M",0,"999","W","999"," np"," 999"," 999",0,48.654,0," 999",999,0,0,0,0,0,0,0,0
"732",8525,"852536","SS","CB4",36,"M",0,"999","W","999"," np"," 999"," 999",0,48.654,0," 999",999,0,0,0,0,0,0,0,0
"733",8525,"852536","SS","CB5",36,"M",0,"999","W","999"," np"," 999"," 999",0,48.654,0," 999",999,0,0,0,0,0,0,0,0
"734",8541,"854136","SS","C2",36,"M",0,"W","G","np"," np"," 999"," 999",2,28.458,19.176," 0",999,0,0,0,0,0,0,0,0
"735",8541,"854136","SS","C3",36,"M",0,"W","G","np"," np"," 999"," 999",1,12.58,28.118," 0",999,0,0,0,0,0,1,1,0
"736",8541,"854136","SS","CB2",36,"M",0,"999","Y","999"," np"," 999"," 999",6,53.482,0," 999",999,0,0,0,0,0,0,0,0
"737",8541,"854136","SS","CB3",36,"M",0,"999","Y","999"," np"," 999"," 999",6,53.482,0," 999",999,1,0,0,0,0,0,0,0
"738",8541,"854136","SS","CB4",36,"M",0,"999","Y","999"," np"," 999"," 999",6,53.482,0," 999",999,0,0,0,0,0,0,0,0
"739",8541,"854136","SS","CB5",36,"M",0,"999","Y","999"," np"," 999"," 999",6,53.482,0," 999",999,0,0,0,0,0,0,0,0
"740",8543,"854336","SS","C2",36,"M",0,"O","R","c"," np"," 999"," 999",5,32.13,16.83," 1",5.066,2,1,0,0,0,0,0,0
"741",8543,"854336","SS","C3",36,"M",0,"O","R","c"," np"," 999"," 999",4,46.954,21.386," 0",999,2,1,0,0,0,0,0,0
"742",8543,"854336","SS","C4",36,"M",0,"O","R","np"," np"," 999"," 999",4,38.012,28.594," 1",17.306,4,3,2,1,0,1,0,0
"743",8543,"854336","SS","C5",36,"M",0,"O","R","np"," np"," 999"," 999",9,75.174,31.076," 1",39.372,5,3,2,1,0,0,0,0
"744",8543,"854336","SS","CB2",36,"M",0,"999","R","999"," np"," 999"," 999",4,83.096,0," 999",999,0,0,0,0,0,0,0,0
"745",8543,"854336","SS","CB3",36,"M",0,"999","R","999"," np"," 999"," 999",4,83.096,0," 999",999,0,0,0,0,0,0,0,0
"746",8543,"854336","SS","CB4",36,"M",0,"999","R","999"," np"," 999"," 999",4,83.096,0," 999",999,0,0,0,0,0,0,0,0
"747",8543,"854336","SS","CB5",36,"M",0,"999","R","999"," np"," 999"," 999",4,83.096,0," 999",999,0,0,0,0,0,0,0,0
"748",8544,"854436","HG","C2",36,"F",1,"G","O","c"," np"," 999"," 999",12,33.388,17.578," 0",999,2,1,0,0,0,0,0,0
"749",8544,"854436","HG","C3",36,"F",1,"G","O","nc"," np"," 999"," 999",10,58.48,23.936,"  0",999,2,1,0,0,0,0,0,0
"750",8544,"854436","HG","C4",36,"F",1,"G","O","c"," np"," 999"," 999",9,34.748,35.326," 1",28.526,4,3,2,1,0,1,0,0
"751",8544,"854436","HG","C5",36,"F",1,"G","O","c"," np"," 999"," 999",31,86.564,49.47," 1",17.85,5,4,3,2,1,0,0,0
"752",8544,"854436","HG","CB2",36,"F",999,"999","B","999"," np"," 999"," 999",0,47.124,0," 999",999,0,0,0,0,0,0,0,0
"753",8544,"854436","HG","CB3",36,"F",999,"999","B","999"," np"," 999"," 999",0,47.124,0," 999",999,0,0,0,0,0,0,0,0
"754",8544,"854436","HG","CB4",36,"F",999,"999","B","999"," np"," 999"," 999",0,47.124,0," 999",999,0,0,0,0,0,0,0,0
"755",8544,"854436","HG","CB5",36,"F",999,"999","B","999"," np"," 999"," 999",0,47.124,0," 999",999,0,0,0,0,0,0,0,0
"756",8551,"855136","LT","C2",36,"F",1,"O","G","np"," 999"," 999"," 999",5,26.516,29.025," 1",3.502,2,1,0,0,0,0,0,0
"757",8551,"855136","LT","C3",36,"F",1,"O","G","np"," 999"," 999"," 999",0,0,-367.396," 0",0,0,0,0,0,0,1,1,1
"758",8551,"855136","LT","CB2",36,"F",1,"999","W","999"," 999"," 999"," 999",0,56.495,0," 999",999,0,0,0,0,0,0,0,0
"759",8551,"855136","LT","CB3",36,"F",1,"999","W","999"," 999"," 999"," 999",0,56.495,0," 999",999,0,0,0,0,0,0,0,0
"760",8551,"855136","LT","CB4",36,"F",1,"999","W","999"," 999"," 999"," 999",0,56.495,0," 999",999,0,0,0,0,0,0,0,0
"761",8551,"855136","LT","CB5",36,"F",1,"999","W","999"," 999"," 999"," 999",0,56.495,0," 999",999,0,0,0,0,0,0,0,0
"762",8552,"855236","LT","C2",36,"M",1,"R","Y","np"," 999"," 999"," 999",2,25.726,31.094," 1",7.14,2,1,0,0,0,0,0,0
"763",8552,"855236","LT","C3",36,"M",1,"R","Y","np"," 999"," 999"," 999",6,32.179,38.629," 1",10.867,3,2,1,0,0,0,0,0
"764",8552,"855236","LT","C4",36,"M",1,"R","Y","np"," 999"," 999"," 999",14,40.376,49.165," 1",10.03,3,1,0,0,0,0,0,0
"765",8552,"855236","LT","CB2",36,"M",1,"999","W","999"," 999"," 999"," 999",5,48.96,0," 999",999,0,0,0,0,0,0,0,0
"766",8552,"855236","LT","CB3",36,"M",1,"999","W","999"," 999"," 999"," 999",5,48.96,0," 999",999,0,0,0,0,0,0,0,0
"767",8552,"855236","LT","CB4",36,"M",1,"999","W","999"," 999"," 999"," 999",5,48.96,0," 999",999,0,0,0,0,0,0,0,0
"768",8552,"855236","LT","CB5",36,"M",1,"999","W","999"," 999"," 999"," 999",5,48.96,0," 999",999,0,0,0,0,0,0,0,0
"769",8556,"855636","HG","C2",36,"F",1,"G","W","c"," np"," 999"," 999",11,42.534,28.084," 1",8.398,2,1,0,0,0,0,0,0
"770",8556,"855636","HG","C3",36,"F",1,"G","W","nc"," np"," 999"," 999",8,64.634,30.6," 0",999,2,0,0,0,0,0,0,0
"771",8556,"855636","HG","C4",36,"F",1,"G","W","nc"," np"," 999"," 999",9,77.928,33.252," 0",999,3,2,1,0,0,0,0,0
"772",8556,"855636","HG","C5",36,"F",1,"G","W","nc"," np"," 999"," 999",5,45.356,38.114," 0",999,2,1,0,0,0,1,0,0
"773",8556,"855636","HG","CB2",36,"F",999,"999","Y","999"," np"," 999"," 999",9,84.014,0," 999",999,0,0,0,0,0,0,0,0
"774",8556,"855636","HG","CB3",36,"F",999,"999","Y","999"," np"," 999"," 999",9,84.014,0," 999",999,0,0,0,0,0,0,0,0
"775",8556,"855636","HG","CB4",36,"F",999,"999","Y","999"," np"," 999"," 999",9,84.014,0," 999",999,0,0,0,0,0,0,0,0
